Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Colobus_guereza_caudatus,A612400,M,7.62,8.37,10.87,5.75,6.25,6.75,7.12,7,6.87
Colobus_guereza_caudatus,A601014,M,7.87,8.12,10.87,5.75,6.25,6.75,7.25,6.75,6.75
Colobus_guereza_caudatus,92.10.28.6,M,7.25,7.87,10.12,5.5,5.75,6.37,6.62,6.25,6.25
Colobus_guereza_caudatus,92.10.18.5,M,7.62,8.37,10.25,5.62,6,6.5,7.12,6.62,6.62
Colobus_guereza_caudatus,A68.621,M,7.37,8.12,10,5.87,5.87,6.87,7.25,6.87,6.5
Colobus_guereza_caudatus,A68.61,M,7.5,7.75,10.12,5.62,5.87,6.37,6.62,6.37,6.62
Colobus_guereza_caudatus,G68.674,M,7.62,8,10.5,5.87,6.25,6.75,7.25,6.62,6.87
Colobus_guereza_caudatus,G68.824,M,7.62,7.87,10.25,5.5,5.75,6.25,6.62,6.5,6.5
Colobus_guereza_caudatus,G68.8234,M,7.75,8.25,10.62,5.87,6.12,6.75,7.25,6.75,6.87
Colobus_guereza_caudatus,G68.8233,M,7,7.62,9.5,5.12,5.5,6,6.5,6,6.12
Colobus_guereza_caudatus,G68.8243,M,7.37,8,9.87,5.5,5.75,6.25,6.75,6.37,6.5
Colobus_guereza_caudatus,G68.8235,M,7.75,8.37,10.75,5.5,6.12,6.37,7,6.37,6.62
Colobus_guereza_caudatus,G68.8237,M,7.25,8,10.25,5.5,5.62,6.25,6.5,6.37,6.62
Colobus_guereza_caudatus,21150,M,7.75,8.62,10.87,6,6.5,6.87,7.12,6.62,6.62
Colobus_guereza_caudatus,21149,M,7.87,9,11.25,6.37,6.87,7.37,7.5,7.37,7.25
Colobus_guereza_caudatus,21148,M,7.87,8.75,10.25,6.25,6.25,6.87,7.12,6.87,6.25
Colobus_guereza_occidentalis,52226,?,6.13,7,9.25,4.5,4.75,5.88,5.88,5.88,
Colobus_guereza_occidentalis,52221,F,7,7.5,9.38,5.5,,6.38,6.5,6.13,6
Colobus_guereza_occidentalis,52215,F,6.63,6.88,8.75,4.63,4.88,5.88,5.75,5.75,5.63
Colobus_guereza_occidentalis,52225,F,7.38,7.75,9.5,5.38,5.88,6.38,6.75,6.5,6.25
Colobus_guereza_occidentalis,52223,F,6.75,7.25,9.25,5.13,5.5,6,6.25,5.88,6.13
Colobus_guereza_occidentalis,52228,F,7.38,7.63,9.75,5.75,6,6.63,6.38,6.63,6.75
Colobus_guereza_occidentalis,52238,F,7.63,8.13,10.25,5.75,6.25,6.88,7.25,6.63,6.88
Colobus_guereza_occidentalis,52241,F,7,7.25,9.5,5.5,5.88,6.38,6.5,,5.88
Colobus_guereza_occidentalis,52245,F,7.13,7.38,10.88,5.25,,6.13,4,6.38,6.5
Colobus_guereza_occidentalis,52249,F,7,7.38,9.25,5.38,6,6,6.5,6.38,6.75
Colobus_guereza_occidentalis,82423,F,6.88,7.13,10.13,5.5,5.88,6.25,6.75,6.38,6.38
Colobus_guereza_occidentalis,52254,F,6.88,7.13,9.25,5.13,5.5,6,6.25,6,5.88
Colobus_guereza_occidentalis,52217,M,7.13,7.5,9,,6,6.13,6.63,6,
Colobus_guereza_occidentalis,,M,7.38,7.5,9.63,,,,6.25,6.5,6.75
Colobus_guereza_occidentalis,52237,M,7.25,7.5,9.75,5.75,,6.38,6.63,6.63,6.25
Colobus_guereza_occidentalis,52240,M,7.38,7.5,10.13,5.63,6.38,6.63,6.88,6.38,6.63
Colobus_guereza_occidentalis,52244,M,7,7.5,9.88,5.25,5.5,6.13,6.13,5.88,6.13
Colobus_guereza_occidentalis,52251,M,7.25,8.13,10.75,5.75,5.88,6.88,7,6.75,6.75
Colobus_guereza_occidentalis,52252,M,7.88,8.25,10.5,5.63,6,6.63,6.63,6.63,6.63
Colobus_guereza_occidentalis,82429,M,7.13,7.5,9.38,5.13,5.5,6,6.13,5.88,6.13
Colobus_kirkii,c,F,6.37,6.87,8.12,4.37,4.75,5.12,5.25,5.12,5.25
Colobus_kirkii,18.11.1.1,F,6.12,6.37,7.75,4.37,4.75,5,5.12,4.87,4.87
Colobus_kirkii,24.12.15.2,F,6.5,6.62,7.87,4.5,4.87,4.87,5.25,5.12,4.87
Colobus_kirkii,37.5.10.1,F,6.5,6.87,8.62,4.87,4.87,5.37,5.37,5.5,5.5
Colobus_kirkii,74.4.20.1,F,6.37,6.62,8.12,4.37,5,4.75,5.5,4.75,5.5
Colobus_kirkii,64.101,F,6.25,6.37,7.75,4.5,4.75,5,5.12,4.87,5.12
Colobus_kirkii,64.1007,F,6,6.25,7.87,4.25,4.25,4.87,4.75,5,4.75
Colobus_kirkii,72.132,F,6.12,6.37,7.75,4.37,4.62,5,5.12,5.12,5.25
Colobus_kirkii,22735,F,6.12,6.5,8,4.37,4.75,5.12,5.25,5.12,5.25
Colobus_kirkii,1884-1428,M,6.37,6.87,8.5,4.62,5.25,5.25,5.5,5.5,5.62
Colobus_kirkii,64.1006,M,6.5,6.5,8,4.37,4.62,4.87,5,5.12,5
Colobus_polykomos_polykomos,6067,F,7.13,7.13,8.63,5.38,5.63,6.38,6.38,6.13,6.13
Colobus_polykomos_polykomos,6302,F,7.13,7.5,8.63,5.75,6.13,6.75,5.75,6.88,6.75
Colobus_polykomos_polykomos,6297,F,7.25,7.75,9.25,5.63,6,6.38,6.75,6.63,6.63
Colobus_polykomos_polykomos,6295,F,6.75,7.13,9.25,5.25,5.63,6.13,6.38,6.25,6
Colobus_polykomos_polykomos,6082,F,7.63,7.75,9.75,5.88,6.13,6.75,7.13,6.88,6.75
Colobus_polykomos_polykomos,6053,F,7.88,8.13,9.38,5.75,6.25,6.38,6.75,6.25,6.5
Colobus_polykomos_polykomos,6003,F,7.13,7.75,9.25,5.25,5.75,6.38,6.63,6.38,6.38
Colobus_polykomos_polykomos,6079,F,6.63,7,8.63,5.38,5.63,6.25,6.38,6.25,6.38
Colobus_polykomos_polykomos,6052,F,7.5,7.38,8.75,5.88,6.13,6.63,6.88,6.5,6.5
Colobus_polykomos_polykomos,6002,F,7.13,7.13,8.38,5.75,6.13,6.5,6.75,6.13,6.38
Colobus_polykomos_polykomos,6074,F,7.13,7,6.88,5.5,6,5.88,6.13,5.63,5.88
Colobus_polykomos_polykomos,6043,F,7.13,7,9,5.25,5.5,6,6.13,5.88,6.13
Colobus_polykomos_polykomos,5999,F,7.13,7.25,9.25,5.38,5.63,6.13,6.5,6.13,6.25
Colobus_polykomos_polykomos,6051,F,7.25,7.25,9.25,5.75,6.13,6.5,6.75,6.5,6.63
Colobus_polykomos_polykomos,5995,F,6.88,7.5,8.63,5.13,5.75,6,6.38,5.88,5.75
Colobus_polykomos_polykomos,6064,F,7.38,7.63,9.5,5.75,6.13,6.5,6.75,6.5,6.63
Colobus_polykomos_polykomos,6032,F,7,7,8.88,5.25,5.88,5.88,6.13,6.13,6.25
Colobus_polykomos_polykomos,5990,F,7.25,7.38,9.25,5.75,6.13,6.38,6.75,6.5,6.5
Colobus_polykomos_polykomos,6063,F,6.75,7,8.75,5.25,5.63,6.25,6.38,6.13,6.25
Colobus_polykomos_polykomos,6015,F,7.38,7.5,9.63,5.88,6.25,6.63,6.63,6.63,6.25
Colobus_polykomos_polykomos,5986,F,7.13,7.38,9.38,5.63,5.88,6.25,6.5,6.5,6.38
Colobus_polykomos_polykomos,6111,F,7.13,7,8.63,5.25,5.88,5.75,6.38,5.75,6.25
Colobus_polykomos_polykomos,6099,F,7.25,7.25,9.5,5.5,5.88,6.13,6.63,6.25,6.38
Colobus_polykomos_polykomos,6122,F,7.13,7.13,9,5.5,6,6.25,6.75,6.5,6.38
Colobus_polykomos_polykomos,6098,F,7.38,7.13,9,5.5,6.13,6.25,6.75,,6.25
Colobus_polykomos_polykomos,6264,M,7.38,7.5,8.25,5.75,6.13,6.25,6.63,6.63,6.75
Colobus_polykomos_polykomos,6261,M,7.38,7.63,9.75,5.75,5.75,6.75,6.63,6.63,6.38
Colobus_polykomos_polykomos,6117,M,7.5,7.88,9.5,5.75,6.13,6.75,7.13,6.75,6.75
Colobus_polykomos_polykomos,6089,M,7.25,7,9.63,5.63,6.25,6.13,6.63,6.25,6.13
Colobus_polykomos_polykomos,6260,M,7.13,7.5,10.13,5.38,6,6.13,6.88,6.38,6.5
Colobus_polykomos_polykomos,6080,M,7,7.38,8.75,5.63,6.13,6.63,6.75,6.38,6.13
Colobus_polykomos_polykomos,6259,M,7.5,7.88,9.25,5.63,6.13,6.38,7,6.5,6.63
Colobus_polykomos_polykomos,6108,M,7.63,7.63,9.88,5.63,6,6.5,6.63,6.13,6.13
Colobus_polykomos_polykomos,6073,M,7.13,7.5,10.13,5.13,5.5,6,6.25,6,6.13
Colobus_polykomos_polykomos,6097,M,7.13,7,9.13,5.25,5.88,6,6.5,6.25,6.38
Colobus_polykomos_polykomos,6068,M,7,7.25,10.25,5.25,5.75,5.88,6.5,6.13,6.5
Colobus_polykomos_polykomos,6091,M,7,7.38,9,5.38,5.88,6.5,6.63,6.5,6.25
Colobus_polykomos_polykomos,6065,M,7.63,8.38,10.13,6.13,6.38,7.13,7,7,6.5
Colobus_polykomos_polykomos,6061,M,7.38,7.5,9.25,5.5,6,6.25,6.75,6.38,6.5
Colobus_polykomos_polykomos,6005,M,7.63,7.63,9.88,5.38,5.88,6.13,6.63,6.38,6.38
Colobus_polykomos_polykomos,6060,M,7.13,7.25,9.13,5,5.5,5.75,6.13,5.88,6
Colobus_polykomos_polykomos,6028,M,7.13,7.13,9.63,5.75,5.75,6.38,6.13,6.5,6.38
Colobus_polykomos_polykomos,6027,M,8.13,8.25,10.25,6.25,6.75,7.13,7.38,7,6.88
Colobus_polykomos_polykomos,5997,M,7.38,7.63,9.5,5.5,5.88,6.38,6.38,6.13,6.25
Colobus_polykomos_polykomos,6050,M,7.13,7,9.25,5.25,5.13,5.75,5.88,6,5.63
Colobus_polykomos_polykomos,6017,M,7.38,7.75,10.13,5.63,6.13,6.5,6.75,6.63,6.63
Colobus_polykomos_polykomos,5994,M,7.13,7.75,9.5,5.13,5.5,6.13,6.75,6,6.5
Colobus_polykomos_polykomos,6014,M,7.25,7.25,9.13,5.5,6,6.38,6.63,6.13,6.13
Colobus_polykomos_polykomos,5991,M,7.5,7.5,9.5,5.38,5.75,6.13,6.25,5.88,6
Colobus_polykomos_polykomos,6029,M,7.88,7.75,10.25,5.63,6,6.38,6.63,6.38,6.5
Colobus_satanas,,F,7,7,8.13,5.5,5.63,6.38,6.38,6.25,5.88
Colobus_satanas,,F,7.38,6.88,9,5.63,6,6.5,6.5,6.38,6.13
Colobus_satanas,,F,7.25,7.25,8.38,5.88,6.13,6.5,6.5,6.38,6
Colobus_satanas,,F,7.13,7.25,8.38,5.75,6,6.38,6.63,6.38,6.13
Colobus_satanas,,F,7.25,7.25,,5.63,6.25,6.5,6.63,,
Colobus_satanas,,F,6.5,6.75,8,5.38,5.88,6.38,6.38,6.38,6.13
Colobus_satanas,,F,7.25,7.25,7.5,5.88,6.38,6.5,6.5,6.25,6.13
Colobus_satanas,,F,7.13,6.75,9,5.63,6,6.25,6.5,6.5,6.5
Colobus_satanas,,F,7,7.25,8.88,5.75,6,6.25,6.63,6.38,6.63
Colobus_satanas,,F,7,6.75,8.38,5.75,5.75,6.5,6.25,6.5,6.13
Colobus_satanas,,F,7.5,7.38,9.75,6,6.5,6.88,7.13,6.88,6.5
Colobus_satanas,,F,7.63,7.5,8.75,6,6.13,7,6.75,6.63,6.5
Colobus_satanas,,F,7.25,7.38,8.63,5.75,6.13,6.5,6.75,6.38,6.5
Colobus_satanas,,F,6.63,6.75,7.75,5.38,5.38,5.88,5.88,5.88,5.38
Colobus_satanas,,F,7.25,7,8.5,5.38,6,6.25,6.63,6.25,6.38
Colobus_satanas,,F,7.25,7.13,9.13,5.5,5.75,6.25,6.63,6.25,6.13
Colobus_satanas,,F,6.75,6.75,8.63,5.25,5.5,5.88,6,6.38,6
Colobus_satanas,,F,7,7,9,5.63,5.88,6.38,6.63,6.38,6.5
Colobus_satanas,,F,7,7.13,8.13,5.5,5.75,6.5,6.38,6.38,5.88
Colobus_satanas,,F,6.88,6.63,8.75,5.5,5.75,6.13,6.38,6.25,5.88
Colobus_satanas,,F,7,6.75,8.63,5.63,6,6.25,6.25,6.5,6.38
Colobus_satanas,32.8,F,6.75,6.88,8.25,5.38,5.75,6.13,6.25,5.75,5.75
Colobus_satanas,32.8,F,6.88,6.88,8.38,5.88,6,6.63,6.5,6.75,6.75
Colobus_satanas,30.12,F,7.25,7.13,9.13,6.13,6.13,6.75,6.88,7,6.63
Colobus_satanas,,M,7.38,6.75,8.5,5.5,6.13,6.5,6.63,6.5,6.5
Colobus_satanas,,M,7.25,7.25,8.63,6,6.25,6.5,6.63,6.38,6.25
Colobus_satanas,,M,7,7,8.25,5.63,5.88,6.25,6.38,6.25,6.13
Colobus_satanas,,M,6.88,6.88,8.38,5.38,5.88,6,6.25,6,6.13
Colobus_satanas,,M,7,7,8.88,5.75,6,6.5,6.5,6.38,6.13
Colobus_satanas,,M,7,7.13,8.38,5.38,5.63,6.13,6.25,6.13,5.88
Colobus_satanas,,M,6.75,7,8.63,5.13,5.25,6,5.75,5.88,5.75
Colobus_satanas,,M,7,7.13,8.88,5.5,5.75,6.25,6.38,6.25,6
Colobus_satanas,,M,7.25,7.13,8.38,5.38,6,6.25,6.75,5.75,5.75
Colobus_satanas,,M,7.13,6.88,8.13,5.63,5.88,6.38,6.13,6.38,6
Colobus_satanas,,M,6.88,7.13,8.88,5.5,5.88,6.38,6.75,6.25,6
Colobus_satanas,,M,7,7.13,8.5,5.63,5.63,6.38,6.38,6.38,6
Colobus_satanas,,M,7.13,6.88,8.38,5.75,6,6.5,6.88,6.5,6.25
Colobus_satanas,,M,7,6.88,8.63,5.63,5.88,6.63,6.63,6.38,6.63
Colobus_satanas,,M,6.88,6.63,8.25,5.38,5.5,6,5.88,6,6
Colobus_satanas,,M,6.88,6.75,8.38,5.25,5.63,6.25,6.38,6.13,6.13
Colobus_satanas,,M,7.38,7.13,8.63,5.5,5.63,6.13,6.13,6.38,5.88
Colobus_satanas,32.8,M,7.13,7.13,9,5.63,6.13,6.38,6.5,6.5,6.13
Colobus_satanas,32.8,M,7,6.88,8.63,5.38,5.75,6.13,6.38,6.25,6.25
Colobus_satanas,30.12,M,6.88,6.88,8.38,5.63,5.88,6.38,6.63,6.63,6.38
Colobus_satanas,47975,F,6.5,6.5,8.12,5.62,5.62,6.12,6,6.37,6
Procolobus_verus,6345,F,5.75,5.75,7.38,4,4.25,4.75,4.75,5.13,4.75
Procolobus_verus,6338,F,5.75,5.88,6.75,4.25,4.5,5,5.38,5.13,
Procolobus_verus,6331,F,5.5,5.75,7.25,4.5,4.75,5,5.13,5.13,4.88
Procolobus_verus,6344,F,5.5,5.63,6.75,3.88,4.13,4.63,4.75,4.75,4.5
Procolobus_verus,6337,F,5.63,5.5,7.13,4.13,4.38,4.75,4.94,4.88,4.88
Procolobus_verus,6330,F,5.63,5.88,7.38,,4.25,,4.75,4.88,4.63
Procolobus_verus,6350,F,5.25,5.88,7.13,,,,,,
Procolobus_verus,6343,F,5.38,5.38,6.75,3.75,4.25,4.38,4.63,4.63,4.75
Procolobus_verus,6336,F,5.63,5.63,6.88,3.88,4.25,4.38,4.63,4.5,4.25
Procolobus_verus,6329,F,5.38,5.5,6.88,3.88,4,4.38,4.63,4.63,4.5
Procolobus_verus,6342,F,5.75,5.88,8,4.25,4.75,4.88,5,5.25,5.25
Procolobus_verus,6335,F,5.5,5.63,7,3.88,4.25,4.5,4.88,4.69,4.88
Procolobus_verus,6328,F,5.63,6,7.25,3.75,4.25,4.63,4.88,4.63,4.38
Procolobus_verus,6348,F,5,5.13,5.88,3.75,4.13,4,4.63,4.25,4.56
Procolobus_verus,6341,F,5.88,6,7.38,4.25,4.63,4.88,5.13,5.25,4.75
Procolobus_verus,6327,F,5.25,5.63,7,4,4.38,4.63,4.88,4.75,4.75
Procolobus_verus,6340,F,5.75,5.75,7.5,4.13,4.25,4.75,4.88,5,4.5
Procolobus_verus,6333,F,5.63,5.38,6.88,4,4.5,4.38,4.75,4.5,4.75
Procolobus_verus,6346,F,5.5,5.88,7.63,4,4.25,4.75,4.88,5,4.88
Procolobus_verus,6339,F,5.5,5.63,6.38,4,4.63,4.5,5,4.75,4.63
Procolobus_verus,6332,F,5.5,5.63,7.38,4.13,4.75,4.63,5.13,5,5.13
Procolobus_verus,5989,F,5.5,5.5,6.88,4.13,4.38,4.5,4.75,4.75,4.5
Procolobus_verus,6357,M,5.13,5.5,6.63,3.75,4,4.25,4.63,4.38,4.25
Procolobus_verus,6287,M,5.88,5.88,7.88,4.13,4.63,4.88,5.25,5.13,5.25
Procolobus_verus,6362,M,5.38,5.38,6.75,4,4.13,4.63,4.75,4.88,4.75
Procolobus_verus,6286,M,5.25,5.38,6.63,3.75,4,4.13,4.63,4.5,4.5
Procolobus_verus,6361,M,5.25,5.5,6.13,3.75,4.13,4.38,4.88,4.38,4.63
Procolobus_verus,6355,M,5.5,5.75,7.25,3.88,4.38,4.5,4.88,4.63,4.63
Procolobus_verus,6285,M,5.38,5.38,7,3.88,4,4.63,4.63,4.88,4.75
Procolobus_verus,6360,M,5.63,5.75,7,4,4.38,4.63,4.88,4.88,4.63
Procolobus_verus,6284,M,5.5,5.38,6,4,4.25,4.5,4.88,4.63,4.75
Procolobus_verus,6289,M,5.63,5.63,8.13,4,4.5,4.5,5,4.63,4.63
Procolobus_verus,6282,M,5.25,5.13,7.13,3.75,4.38,4.5,4.75,4.75,4.38
Procolobus_verus,6037,M,5.38,5.5,6.5,,4.38,4.63,5,4.75,4.38
Procolobus_verus,6277,M,5.5,5.88,5.75,4.13,4.13,4.63,4.88,4.88,4.75
Procolobus_verus,6281,M,5.38,5.75,7.38,4.13,4.25,4.75,5,5,4.88
Procolobus_verus,6040,M,5.38,5.38,5.75,4,4.25,4.63,4.63,4.75,4.38
Procolobus_verus,6268,M,5.75,5.88,7.75,4.25,4.38,4.75,5,4.88,4.88
Procolobus_verus,6026,M,5.25,5.25,6.63,3.75,4.25,4.25,4.63,4.38,4.5
Procolobus_verus,6273,M,5.5,5.5,7.13,3.75,4.13,4.38,4.5,4.63,4.38
Procolobus_verus,6136,M,5.13,5.5,7.25,4,4.13,4.63,4.75,4.63,4.5
Procolobus_verus,6279,M,5.5,5.63,7,3.88,4.13,4.5,4.75,4.63,4.75
Procolobus_verus,6113,M,5.5,5.5,6.88,4,4.38,4.75,4.88,5.13,5
Procolobus_verus,5982,M,5.25,5.25,6.88,4.13,4.25,4.5,4.88,5,4.63
Procolobus_verus,5981,M,5.38,5.38,6.88,3.88,4.25,4.25,4.63,4.63,4.5
Procolobus_verus,,M,5.38,5.63,7,3.88,4.38,4.38,5,4.63,4.75
Cercopithecus_aethiops_hilgerti,69.10.24.1,F,5.87,6.5,6.75,4.37,,5.25,5.25,5,4
Cercopithecus_aethiops_hilgerti,44.9.30.15,F,5.5,6.37,6,4.25,4.12,5.12,4.62,4.87,3.87
Cercopithecus_aethiops_hilgerti,1972330,F,6.12,6.62,6.37,4.37,4.5,5.37,5.12,5,4.12
Cercopithecus_aethiops_hilgerti,1972326,F,5.75,6.25,5.12,4.37,4.37,5.25,5.12,5.25,4.37
Cercopithecus_aethiops_hilgerti,1972339,F,5.75,6.25,6.12,4.37,4.37,5.12,5,5.25,4.25
Cercopithecus_aethiops_hilgerti,1972327,F,5.37,6,5.75,4.12,4.25,4.87,4.75,4.75,4
Cercopithecus_aethiops_hilgerti,1972331,F,5.12,6,5.87,4.25,4.37,5.25,5.25,5,4.25
Cercopithecus_aethiops_hilgerti,1972324,F,5.37,6.12,6.5,4.75,4.75,5.62,5.37,5.62,4.75
Cercopithecus_aethiops_hilgerti,1972334,F,5.25,5.87,6,4.25,4,4.87,4.5,4.75,4
Cercopithecus_aethiops_hilgerti,1972332,F,5.75,6.25,5.87,4.25,4.37,5.37,5,4.87,3.75
Cercopithecus_aethiops_hilgerti,27065,F,5.25,6,5.87,4.12,4.62,5.12,4.87,4.62,4.12
Cercopithecus_aethiops_hilgerti,27064,F,5.37,6.37,5.62,4.37,4.5,5.37,5.12,4.62,4
Cercopithecus_aethiops_hilgerti,27177,F,5.62,6.5,6.37,4.62,4.25,5.5,5.12,5.37,4.25
Cercopithecus_aethiops_hilgerti,27072,F,5.87,6.5,6.37,4.5,4.25,5.37,5.12,5.25,4.75
Cercopithecus_aethiops_hilgerti,27178,F,5.75,6.25,6.5,4.37,4.12,5.25,4.62,5.12,4.37
Cercopithecus_aethiops_hilgerti,27073,F,6,6.75,6.5,4.62,4.62,5.5,5.25,5.25,4.25
Cercopithecus_aethiops_hilgerti,27174,F,5,5.75,5.75,3.87,3.75,4.75,4.62,4.87,4
Cercopithecus_aethiops_hilgerti,6.11.1.3,M,5.75,6.75,6.62,4.37,4.5,5.62,5.37,5.37,4.62
Cercopithecus_aethiops_hilgerti,9.6.1.4,M,5.5,6.12,5.62,4,4.12,5.12,5.12,4.62,4.25
Cercopithecus_aethiops_hilgerti,1972322,M,5.37,6.5,6.75,4.37,4.12,5,4.75,5.12,4.37
Cercopithecus_aethiops_hilgerti,1972312,M,5.87,6.62,6.62,4.5,4.62,5.5,5.12,5.5,4.25
Cercopithecus_aethiops_hilgerti,1972340,M,5.37,6.5,6.12,4.75,4.87,5.87,5.62,5.62,4.75
Cercopithecus_aethiops_hilgerti,1972320,M,5.62,6.5,6.37,4.62,4.87,5.75,5.62,5.5,4.5
Cercopithecus_aethiops_hilgerti,1972319,M,5.25,6.12,5.62,4.75,4.62,5.5,5.25,5.25,4.12
Cercopithecus_aethiops_hilgerti,1972336,M,5.62,6.5,6.5,4.37,4.62,5.5,5.37,5.25,4.12
Cercopithecus_aethiops_hilgerti,1972313,M,5.75,6.5,6.12,4.25,4.25,5.12,5,4.62,4
Cercopithecus_aethiops_hilgerti,1972314,M,6,6.87,6.75,4.62,4.5,5.75,5.12,5.5,4.62
Cercopithecus_aethiops_hilgerti,1972341,M,5.5,6.62,6.12,4.5,4.5,5.37,5.12,5.12,4
Cercopithecus_aethiops_hilgerti,27236,M,6.12,7,6.75,4.5,4.5,5.5,5.5,5,4.37
Cercopithecus_aethiops_hilgerti,27170,M,5.87,6.87,6.37,4.75,4.62,6,5.75,5.25,4.5
Cercopithecus_aethiops_hilgerti,27172,M,5.62,6.5,6.5,4.37,4.5,5.25,5,5.12,4.25
Cercopithecus_aethiops_hilgerti,27235,M,5.75,6.62,6.12,4.37,4.62,5.25,5.37,5,4.37
Cercopithecus_aethiops_hilgerti,27176,M,5.87,6.87,6.5,4.87,,5.75,5.62,5.25,4.25
Cercopithecus_aethiops,A72.683,F,6,6.38,6.25,4.75,4.63,5.75,5.38,5.63,4.63
Cercopithecus_aethiops,A72.637,F,6.13,6.5,6.75,4.88,5,5.75,5.5,5.88,5
Cercopithecus_aethiops,A72.641,F,,6.5,6.63,,,6.25,6,6.25,5.5
Cercopithecus_aethiops,A72.643,F,6.25,6.75,6.63,4.88,4.5,5.88,5.25,5.75,4.75
Cercopithecus_aethiops,A72.682,F,6,6.38,6.25,4.88,4.75,5.63,5.13,5.88,5
Cercopithecus_aethiops,A72.684,F,6.38,6.88,6.75,5.13,4.88,6.25,5.5,6,4.88
Cercopithecus_aethiops,A72.678,F,5.88,6.38,6.38,4.88,5,5.5,5.25,5.5,4.63
Cercopithecus_aethiops,A72.674,F,5.88,7,6.5,4.75,4.88,6.13,5.88,6,5.25
Cercopithecus_aethiops,A72.6718,F,6.38,6.38,6,4.88,4.75,6,5.63,5.13,4.38
Cercopithecus_aethiops,A72.6712,F,6.5,6.88,6.38,,4.88,6.13,5.75,5.88,4.63
Cercopithecus_aethiops,A72.671,F,7,7,6.88,4.75,5.13,6,5.88,5.63,4.88
Cercopithecus_aethiops,A72.6694,F,6,6.75,6.75,4.5,4.5,5.75,5.38,5.38,4.75
Cercopithecus_aethiops,A72.6692,F,,6.88,6.38,,,6,5.88,5.88,5.25
Cercopithecus_aethiops,A72.647,F,6,6.38,6.38,4.75,4.75,5.88,5.5,6,5.13
Cercopithecus_aethiops,A72.646,F,6.25,6.63,6.63,4.88,,6,5.38,5.88,4.88
Cercopithecus_aethiops,A72.645,F,6.38,6.63,6.63,4.75,4.88,5.63,5.5,5.88,5
Cercopithecus_aethiops,A72.613,F,6.38,6.63,6.38,5.13,5,5.88,5.5,5.25,4.88
Cercopithecus_aethiops,A72.648,M,5.75,6.88,6.63,4.88,5,5.88,5.63,5.88,4.75
Cercopithecus_aethiops,A72.652,M,6.5,7,6.63,4.75,4.75,5.75,5.38,5.63,4.88
Cercopithecus_aethiops,A72.618,M,6.13,7,7,,,5.75,5.25,5.63,4.75
Cercopithecus_aethiops,A72.6691,M,6.75,5.88,6.88,5.13,5.13,6.25,5.88,5.63,5.5
Cercopithecus_aethiops,A72.616,M,6.25,7,7,4.75,4.88,6,5.75,5.75,4.88
Cercopithecus_aethiops,A72.663,M,6.5,7.13,7.13,4.88,5,5.63,5.75,5.63,5.38
Cercopithecus_aethiops,A72.64,M,6.38,7.25,7.25,5,4.75,6.13,5.5,6,4.88
Cercopithecus_aethiops,A72.665,M,6.75,7.25,7.38,5.25,5.38,6.38,6.13,6.38,5.38
Cercopithecus_aethiops,A72.668,M,7,7.25,7.5,4.88,4.88,6.13,5.88,6.25,5.5
Cercopithecus_aethiops,A72.6697,M,6.38,7.13,6.63,5,5,6.25,5.75,5.75,5.13
Cercopithecus_aethiops,A72.664,M,6.75,7.13,6.25,5.13,5.13,6,5.75,6.38,5.38
Cercopithecus_aethiops,A72.617,M,6.5,7,6.88,4.88,4.75,5.88,5.13,5.75,4.88
Cercopithecus_aethiops,A72.655,M,6.5,7.38,7.25,4.88,4.81,6.13,5.5,6,5.13
Cercopithecus_aethiops,A72.685,M,6.38,6.88,6.63,5,5,6.25,5.63,5.75,4.63
Cercopithecus_aethiops,A72.681,M,6.75,7.25,7.13,5.13,5.13,5.88,5.5,5.88,5
Cercopithecus_aethiops,A72.68,M,6.75,7.5,7.63,5.25,5.25,6.5,6.38,6.63,5.88
Cercopithecus_aethiops,A72.679,M,6.63,7,7,5.13,4.88,5.88,5.25,5.75,4.63
Cercopithecus_aethiops,A72.673,M,6.13,7.13,6.63,5,4.88,6.38,5.88,6.13,4.88
Cercopithecus_aethiops,A72.6715,M,6.13,7,7,,,6.25,5.5,6.13,5
Cercopithecus_aethiops,A72.6714,M,6,6.88,6.88,4.5,4.63,5.63,5.38,5.5,4.75
Cercopithecus_aethiops,A72.6711,M,6.25,7.13,6.63,4.88,4.88,6.13,5.5,6.63,5.63
Cercopithecus_aethiops,A72.6698,M,6.5,7.25,7.13,5.13,5.38,6.5,6.25,6.25,5.25
Cercopithecus_aethiops,A72.6696,M,6.5,7.13,7.13,4.88,4.88,6.13,5.63,6.13,5
Cercopithecus_aethiops,A72.6695,M,6.63,7,6.63,5.13,4.88,6,5.38,5.63,4.5
Cercopithecus_aethiops,A72.6693,M,6.5,6.88,7.13,4.88,4.88,5.75,5.75,6,5.5
Cercopithecus_aethiops,A72.669,M,,6.63,6.63,,,5.75,5.13,5.63,4.75
Cercopithecus_aethiops,A72.667,M,6.13,6.88,7,4.88,4.63,6,,6,5
Cercopithecus_aethiops,A72.661,M,6.63,7,7.5,5.13,5,6.38,5.88,6.25,5.5
Cercopithecus_aethiops,A72.66,M,6.5,7.13,7.5,5,5.13,6.25,5.88,6.13,5.63
Cercopithecus_aethiops,A72.659,M,6.5,7.13,7.25,5.13,5.13,6.25,5.88,6.25,5.38
